Id;PublicationDate;Title;Name;NormalizedName;WebUrl
182;1992-10-16;Obituary: Qin Mu;Qin Mu;Qin Mu;https://www.independent.co.uk/news/people/obituary-qin-mu-1557713.html
183;1992-10-16;Obituary: Edward Warburg;Edward Warburg;Edward Warburg;https://www.independent.co.uk/news/people/obituary-edward-warburg-1557705.html
184;1992-10-16;Obituary: Willie Waddell;Willie Waddell;Willie Waddell;https://www.independent.co.uk/news/people/obituary-willie-waddell-1557709.html
185;1992-10-16;Obituary: Professor J. B. Skemp;Professor J. B. Skemp;J. B. Skemp;https://www.independent.co.uk/news/people/obituary-professor-j-b-skemp-1557704.html
186;1992-10-17;Obituary: Lord Franks;Lord Franks;Lord Franks;https://www.independent.co.uk/news/people/obituary-lord-franks-1557796.html
187;1992-10-17;Obituary: Professor Ian Gass;Professor Ian Gass;Ian Gass;https://www.independent.co.uk/news/people/obituary-professor-ian-gass-1557795.html
188;1992-10-19;Obituary: Victoria Lidiard;Victoria Lidiard;Victoria Lidiard;https://www.independent.co.uk/news/people/obituary-victoria-lidiard-1558302.html
189;1992-10-20;Obituary: Gael Elton Mayo;Gael Elton Mayo;Gael Elton Mayo;https://www.independent.co.uk/news/people/obituary-gael-elton-mayo-1558455.html
190;1992-10-20;Obituary: The Right Rev Gerald Ellison;The Right Rev Gerald Ellison;Gerald Ellison;https://www.independent.co.uk/news/people/obituary-the-right-rev-gerald-ellison-1558449.html
191;1992-10-21;Obituary: John Benn;John Benn;John Benn;https://www.independent.co.uk/news/people/obituary-john-benn-1558652.html
192;1992-10-21;Obituary: Oliver Ford;Oliver Ford;Oliver Ford;https://www.independent.co.uk/news/people/obituary-oliver-ford-1558651.html
193;1992-10-22;Obituary: Magnus Pyke;Magnus Pyke;Magnus Pyke;https://www.independent.co.uk/news/people/obituary-magnus-pyke-1558840.html
194;1992-10-22;Obituary: Orton Chirwa;Orton Chirwa;Orton Chirwa;https://www.independent.co.uk/news/people/obituary-orton-chirwa-1558842.html
195;1992-10-23;Obituary: Gert Bastian;Gert Bastian;Gert Bastian;https://www.independent.co.uk/news/people/obituary-gert-bastian-1558980.html
196;1992-10-23;Obituary: Kimball C. Atwood III;Kimball C. Atwood III;Kimball C. Atwood III;https://www.independent.co.uk/news/people/obituary-kimball-c-atwood-iii-1558979.html
197;1992-10-26;Obituary: Luis Rosales;Luis Rosales;Luis Rosales;https://www.independent.co.uk/news/people/obituary-luis-rosales-1559684.html
198;1992-10-26;Obituary: Lady Jane Heaton;Lady Jane Heaton;Jane Heaton;https://www.independent.co.uk/news/people/obituary-lady-jane-heaton-1559683.html
199;1992-10-26;Obituary: Mary Hoover Aiken;Mary Hoover Aiken;Mary Hoover Aiken;https://www.independent.co.uk/news/people/obituary-mary-hoover-aiken-1559685.html
200;1992-10-26;Obituary: Professor Richard Purchon;Professor Richard Purchon;Richard Purchon;https://www.independent.co.uk/news/people/obituary-professor-richard-purchon-1559686.html
201;1992-10-26;Obituary: Professor Yoram Ben-Porath;Professor Yoram Ben-Porath;Yoram Ben-Porath;https://www.independent.co.uk/news/people/obituary-professor-yoram-benporath-1559687.html
202;1992-10-27;Obituary: Roger Miller;Roger Miller;Roger Miller;https://www.independent.co.uk/news/people/obituary-roger-miller-1559853.html
203;1992-10-28;Obituary: Lord Ashby;Lord Ashby;Lord Ashby;https://www.independent.co.uk/news/people/obituary-lord-ashby-1559997.html
204;1992-10-28;Obituary: Roy Marshall;Roy Marshall;Roy Marshall;https://www.independent.co.uk/news/people/obituary-roy-marshall-1559998.html
205;1992-10-29;Obituary: Peter Rice;Peter Rice;Peter Rice;https://www.independent.co.uk/news/people/obituary-peter-rice-1560212.html
206;1992-10-29;Obituary: Paul Eisler;Paul Eisler;Paul Eisler;https://www.independent.co.uk/news/people/obituary-paul-eisler-1560216.html
207;1992-10-29;Obituary: Professor Adelino da Palma Carlos;Professor Adelino da Palma Carlos;Adelino da Palma Carlos;https://www.independent.co.uk/news/people/obituary-professor-adelino-da-palma-carlos-1560217.html
208;1992-10-30;Obituary: Professor David Bohm;Professor David Bohm;David Bohm;https://www.independent.co.uk/news/people/obituary-professor-david-bohm-1560397.html
209;1992-10-31;Obituary: Sir Kenneth MacMillan;Sir Kenneth MacMillan;Kenneth MacMillan;https://www.independent.co.uk/news/people/obituary-sir-kenneth-macmillan-1560671.html
210;1992-12-01;Obituary: Emilio Pucci;Emilio Pucci;Emilio Pucci;https://www.independent.co.uk/news/people/obituary-emilio-pucci-1560809.html
211;1992-12-01;Obituary: Baroness Airey of Abingdon;Baroness Airey of Abingdon;Baroness Airey of Abingdon;https://www.independent.co.uk/news/people/obituary-baroness-airey-of-abingdon-1560812.html
212;1992-12-03;Obituary: Ray Wilkie;Ray Wilkie;Ray Wilkie;https://www.independent.co.uk/news/people/obituary-ray-wilkie-1561278.html
213;1992-12-03;Obituary: Leslie Hotson;Leslie Hotson;Leslie Hotson;https://www.independent.co.uk/news/people/obituary-leslie-hotson-1561273.html
214;1992-12-04;Obituary: Ivor Cummings;Ivor Cummings;Ivor Cummings;https://www.independent.co.uk/news/people/obituary-ivor-cummings-1561396.html
215;1992-12-04;Obituary: Maj-Gen Sir Ralph Hone;Maj-Gen Sir Ralph Hone;Ralph Hone;https://www.independent.co.uk/news/people/obituary-majgen-sir-ralph-hone-1561395.html
216;1992-12-04;Obituary: General Michel Fourquet;General Michel Fourquet;Michel Fourquet;https://www.independent.co.uk/news/people/obituary-general-michel-fourquet-1561397.html
217;1992-12-05;Obituary: Don Allum;Don Allum;Don Allum;https://www.independent.co.uk/news/people/obituary-don-allum-1561706.html
218;1992-12-05;Obituary: Sarah Roberts;Sarah Roberts;Sarah Roberts;https://www.independent.co.uk/news/people/obituary-sarah-roberts-1561707.html
219;1992-12-05;Obituary: Xavier Darasse;Xavier Darasse;Xavier Darasse;https://www.independent.co.uk/news/people/obituary-xavier-darasse-1561709.html
220;1992-12-07;Obituary: Hans Zullig;Hans Zullig;Hans Zullig;https://www.independent.co.uk/news/people/obituary-hans-zullig-1562116.html
221;1992-12-07;Obituary: Michael Underwood;Michael Underwood;Michael Underwood;https://www.independent.co.uk/news/people/obituary-michael-underwood-1562118.html
222;1992-12-08;Obituary: Dr Elias E. Manuelidis;Dr Elias E. Manuelidis;Elias E. Manuelidis;https://www.independent.co.uk/news/people/obituary-dr-elias-e-manuelidis-1562270.html
223;1992-12-08;Obituary: Sir Charles Mott-Radclyffe;Sir Charles Mott-Radclyffe;Charles Mott-Radclyffe;https://www.independent.co.uk/news/people/obituary-sir-charles-mottradclyffe-1562264.html
224;1992-12-09;Obituary: Zika Ascher;Zika Ascher;Zika Ascher;https://www.independent.co.uk/news/people/obituary-zika-ascher-1562438.html
225;1992-12-09;Obituary: George Adams;George Adams;George Adams;https://www.independent.co.uk/news/people/obituary-george-adams-1562439.html
226;1992-12-10;Obituary: Ina Souez;Ina Souez;Ina Souez;https://www.independent.co.uk/news/people/obituary-ina-souez-1562615.html
227;1992-12-10;Obituary: William Shawn;William Shawn;William Shawn;https://www.independent.co.uk/news/people/obituary-william-shawn-1562614.html
228;1992-12-11;Obituary: Dan Maskell;Dan Maskell;Dan Maskell;https://www.independent.co.uk/news/people/obituary-dan-maskell-1562915.html
229;1992-12-12;Obituary: Sir John Summerson;Sir John Summerson;John Summerson;https://www.independent.co.uk/news/people/obituary-sir-john-summerson-1563136.html
230;1992-12-14;Obituary: Daphne Rye;Daphne Rye;Daphne Rye;https://www.independent.co.uk/news/people/obituary-daphne-rye-1563492.html
231;1992-12-14;Obituary: Ralph Izzard;Ralph Izzard;Ralph Izzard;https://www.independent.co.uk/news/people/obituary-ralph-izzard-1563493.html
232;1992-12-14;Obituary: Jacques Perret;Jacques Perret;Jacques Perret;https://www.independent.co.uk/news/people/obituary-jacques-perret-1563491.html
233;1992-12-14;Obituary: Michael Robbins;Michael Robbins;Michael Robbins;https://www.independent.co.uk/news/people/obituary-michael-robbins-1563495.html
234;1992-12-14;Obituary: Professor Tom Bottomore;Professor Tom Bottomore;Tom Bottomore;https://www.independent.co.uk/news/people/obituary-professor-tom-bottomore-1563490.html
235;1992-12-15;Obituary: Nada Curcija-Prodanovic;Nada Curcija-Prodanovic;Nada Curcija-Prodanovic;https://www.independent.co.uk/news/people/obituary-nada-curcijaprodanovic-1563667.html
236;1992-12-16;Obituary: Sir Robert Rex;Sir Robert Rex;Robert Rex;https://www.independent.co.uk/news/people/obituary-sir-robert-rex-1563769.html
237;1992-12-18;Obituary: Liam O'Leary;Liam O'Leary;Liam O'Leary;https://www.independent.co.uk/news/people/obituary-liam-o-leary-1564198.html
238;1992-12-18;Obituary: Professor Ronald Good;Professor Ronald Good;Ronald Good;https://www.independent.co.uk/news/people/obituary-professor-ronald-good-1564201.html
239;1992-12-19;Obituary: Dominique Bagouet;Dominique Bagouet;Dominique Bagouet;https://www.independent.co.uk/news/people/obituary-dominique-bagouet-1564389.html
240;1992-12-21;Obituary: Ivan Svetlichny;Ivan Svetlichny;Ivan Svetlichny;https://www.independent.co.uk/news/people/obituary-ivan-svetlichny-1564841.html
241;1992-12-21;Obituary: Lord Leatherland;Lord Leatherland;Lord Leatherland;https://www.independent.co.uk/news/people/obituary-lord-leatherland-1564837.html
242;1992-12-21;Obituary: Pundlik Gaitonde;Pundlik Gaitonde;Pundlik Gaitonde;https://www.independent.co.uk/news/people/obituary-pundlik-gaitonde-1564838.html
243;1992-12-22;Obituary: Allanah Harper;Allanah Harper;Allanah Harper;https://www.independent.co.uk/news/people/obituary-allanah-harper-1564983.html
244;1992-12-22;Obituary: Gladys Spencer;Gladys Spencer;Gladys Spencer;https://www.independent.co.uk/news/people/obituary-gladys-spencer-1564979.html
245;1992-12-22;Obituary: Gyorgy Marosan;Gyorgy Marosan;Gyorgy Marosan;https://www.independent.co.uk/news/people/obituary-gyorgy-marosan-1564978.html
246;1992-12-22;Obituary: The Rev Kenneth Mathews;The Rev Kenneth Mathews;Kenneth Mathews;https://www.independent.co.uk/news/people/obituary-the-rev-kenneth-mathews-1564982.html
247;1992-12-23;Obituary: Albert King;Albert King;Albert King;https://www.independent.co.uk/news/people/obituary-albert-king-1565232.html
248;1992-12-23;Obituary: Professor Herbert Hart;Professor Herbert Hart;Herbert Hart;https://www.independent.co.uk/news/people/obituary-professor-herbert-hart-1565229.html
249;1992-12-24;Obituary: Lord Willis;Lord Willis;Lord Willis;https://www.independent.co.uk/news/people/obituary-lord-willis-1565335.html
250;1992-12-24;Obituary: Sir George Turnbull;Sir George Turnbull;George Turnbull;https://www.independent.co.uk/news/people/obituary-sir-george-turnbull-1565339.html
251;1992-12-28;Obituary: Helen Joseph;Helen Joseph;Helen Joseph;https://www.independent.co.uk/news/people/obituary-helen-joseph-1565649.html
252;1992-12-28;Obituary: Nikita Magaloff;Nikita Magaloff;Nikita Magaloff;https://www.independent.co.uk/news/people/obituary-nikita-magaloff-1565652.html
253;1992-12-29;Obituary: Peyo;Peyo;Peyo;https://www.independent.co.uk/news/people/obituary-peyo-1565863.html
254;1992-12-29;Obituary: Cardew Robinson;Cardew Robinson;Cardew Robinson;https://www.independent.co.uk/news/people/obituary-cardew-robinson-1565861.html
255;1992-12-30;Obituary: Erica Brausen;Erica Brausen;Erica Brausen;https://www.independent.co.uk/news/people/obituary-erica-brausen-1565959.html
256;1992-12-30;Obituary: Stephen Albert;Stephen Albert;Stephen Albert;https://www.independent.co.uk/news/people/obituary-stephen-albert-1565960.html
257;1992-12-31;Obituary: Monica Dickens;Monica Dickens;Monica Dickens;https://www.independent.co.uk/news/people/obituary-monica-dickens-1566170.html
258;1993-01-02;Obituary: Milo Sperber;Milo Sperber;Milo Sperber;https://www.independent.co.uk/news/people/obituary-milo-sperber-1476076.html
259;1993-01-02;Obituary: Lord Edmund-Davies;Lord Edmund-Davies;Lord Edmund-Davies;https://www.independent.co.uk/news/people/obituary-lord-edmunddavies-1476071.html
260;1993-01-04;Obituary: Hilary Shuard;Hilary Shuard;Hilary Shuard;https://www.independent.co.uk/news/people/obituary-hilary-shuard-1476499.html
261;1993-01-04;Obituary: Anthony Huxley;Anthony Huxley;Anthony Huxley;https://www.independent.co.uk/news/people/obituary-anthony-huxley-1476489.html
262;1993-01-05;Obituary: Danie Craven;Danie Craven;Danie Craven;https://www.independent.co.uk/news/people/obituary-danie-craven-1476626.html
263;1993-01-05;Obituary: Constance Carpenter;Constance Carpenter;Constance Carpenter;https://www.independent.co.uk/news/people/obituary-constance-carpenter-1476631.html
264;1993-01-05;Obituary: Professor F. S. W. Brimblecombe;Professor F. S. W. Brimblecombe;F. S. W. Brimblecombe;https://www.independent.co.uk/news/people/obituary-professor-f-s-w-brimblecombe-1476630.html
265;1993-01-06;Obituary: Air Chief Marshal Sir Denis Barnett;Air Chief Marshal Sir Denis Barnett;Denis Barnett;https://www.independent.co.uk/news/people/obituary-air-chief-marshal-sir-denis-barnett-1476910.html
266;1993-01-08;Obituary: Dianne Jackson;Dianne Jackson;Dianne Jackson;https://www.independent.co.uk/news/people/obituary-dianne-jackson-1477251.html
267;1993-01-09;Obituary: Henry Roland;Henry Roland;Henry Roland;https://www.independent.co.uk/news/people/obituary-henry-roland-1477516.html
268;1993-01-09;Obituary: Sir Joseph Cantley;Sir Joseph Cantley;Joseph Cantley;https://www.independent.co.uk/news/people/obituary-sir-joseph-cantley-1477515.html
269;1993-01-09;Obituary: Professor M. G. Smith;Professor M. G. Smith;M. G. Smith;https://www.independent.co.uk/news/people/obituary-professor-m-g-smith-1477514.html
270;1993-01-11;Obituary: Sir Anthony Cox;Sir Anthony Cox;Anthony Cox;https://www.independent.co.uk/news/people/obituary-sir-anthony-cox-1477884.html
271;1993-01-11;Obituary: General Asif Nawaz;General Asif Nawaz;Asif Nawaz;https://www.independent.co.uk/news/people/obituary-general-asif-nawaz-1477887.html
272;1993-01-12;Obituary: Dame Janet Vaughan;Dame Janet Vaughan;Janet Vaughan;https://www.independent.co.uk/news/people/obituary-dame-janet-vaughan-1478123.html
273;1993-01-13;Obituary: Bruce Campbell;Bruce Campbell;Bruce Campbell;https://www.independent.co.uk/news/people/obituary-bruce-campbell-1478202.html
274;1993-01-14;Obituary: Susi Jeans;Susi Jeans;Susi Jeans;https://www.independent.co.uk/news/people/obituary-susi-jeans-1478498.html
275;1993-01-14;Obituary: Charles Tillon;Charles Tillon;Charles Tillon;https://www.independent.co.uk/news/people/obituary-charles-tillon-1478496.html
276;1993-01-14;Obituary: Professor R. J. Last;Professor R. J. Last;R. J. Last;https://www.independent.co.uk/news/people/obituary-professor-r-j-last-1478497.html
277;1993-01-15;Obituary: Awano Seiho;Awano Seiho;Awano Seiho;https://www.independent.co.uk/news/people/obituary-awano-seiho-1478673.html
278;1993-01-15;Obituary: Sir Paul Hasluck;Sir Paul Hasluck;Paul Hasluck;https://www.independent.co.uk/news/people/obituary-sir-paul-hasluck-1478672.html
279;1993-01-16;Obituary: Walter Maas;Walter Maas;Walter Maas;https://www.independent.co.uk/news/people/obituary-walter-maas-1478798.html
280;1993-01-18;Obituary: Sammy Cahn;Sammy Cahn;Sammy Cahn;https://www.independent.co.uk/news/people/obituary-sammy-cahn-1479324.html
281;1993-01-18;Obituary: Tom Clarke;Tom Clarke;Tom Clarke;https://www.independent.co.uk/news/people/obituary-tom-clarke-1479326.html
282;1993-01-18;Obituary: Ben Warriss;Ben Warriss;Ben Warriss;https://www.independent.co.uk/news/people/obituary-ben-warriss-1479327.html
283;1993-01-18;Obituary: Albert Hourani;Albert Hourani;Albert Hourani;https://www.independent.co.uk/news/people/obituary-albert-hourani-1479325.html
284;1993-01-19;Obituary: Margery Fisher;Margery Fisher;Margery Fisher;https://www.independent.co.uk/news/people/obituary-margery-fisher-1479443.html
285;1993-01-19;Obituary: Tommy Walker (CORRECTED);Tommy Walker;Tommy Walker;https://www.independent.co.uk/news/people/obituary-tommy-walker-corrected-1479363.html
286;1993-01-20;Obituary: Jean Plaidy;Jean Plaidy;Jean Plaidy;https://www.independent.co.uk/news/people/obituary-jean-plaidy-1479699.html
287;1993-01-21;Obituary: Mort Greene;Mort Greene;Mort Greene;https://www.independent.co.uk/news/people/obituary-mort-greene-1479894.html
288;1993-01-21;Obituary: The Rev Lancelot Garrard;The Rev Lancelot Garrard;Lancelot Garrard;https://www.independent.co.uk/news/people/obituary-the-rev-lancelot-garrard-1479893.html
289;1993-01-22;Obituary: Audrey Hepburn;Audrey Hepburn;Audrey Hepburn;https://www.independent.co.uk/news/people/obituary-audrey-hepburn-1480087.html
290;1993-01-22;Obituary: Antony Melville Ross;Antony Melville Ross;Antony Melville Ross;https://www.independent.co.uk/news/people/obituary-antony-melville-ross-1480088.html
291;1993-01-23;Obituary: Cornelius Vanderbilt Whitney;Cornelius Vanderbilt Whitney;Cornelius Vanderbilt Whitney;https://www.independent.co.uk/news/people/obituary-cornelius-vanderbilt-whitney-1480302.html
292;1993-01-23;Obituary: Professor R. P. Winnington-Ingram;Professor R. P. Winnington-Ingram;R. P. Winnington-Ingram;https://www.independent.co.uk/news/people/obituary-professor-r-p-winningtoningram-1480304.html
293;1993-01-25;Obituary: Diana Adams;Diana Adams;Diana Adams;https://www.independent.co.uk/news/people/obituary-diana-adams-1480675.html
